Date,Country,Value
2022-03-05,Libya ,33.7662
2022-03-05,Angola ,0
2022-03-05,Lebanon ,39.322
2022-03-05,Canada ,27.0361
2022-03-05,Eritrea ,20
2022-03-05,Bosnia-Herzegovina ,50.4673
2022-03-05,Ethiopia ,0
2022-03-05,South Africa ,19.2869
2022-03-05,Brunei ,20.4545
2022-03-05,,40.9091
2022-03-05,Uruguay ,11.25
2022-03-05,Zimbabwe ,14.9533
2022-03-05,Mauritania ,3.0303
2022-03-05,Sri Lanka ,16.129
2022-03-05,Egypt ,19.5091
2022-03-05,Botswana ,0
2022-03-05,Cameroon ,0
2022-03-05,Malaysia ,15.8845
2022-03-05,Spain ,18.6789
2022-03-05,Thailand ,14.0924
2022-03-05,Suriname ,10.7143
2022-03-05,Guatemala ,8.8235
2022-03-05,Israel ,42.5016
2022-03-05,Ivory Coast ,16.1765
2022-03-05,Peru ,6.6914
2022-03-05,Qatar ,26.0656
2022-03-05,Hungary ,48.1645
2022-03-05,Jordan ,20.5279
2022-03-05,Syria ,6.1082
2022-03-05,Bulgaria ,50.4332
2022-03-05,Fiji ,21.3333
2022-03-05,Guyana ,6.25
2022-03-05,Mongolia ,19.2982
2022-03-05,Lithuania ,65.8617
2022-03-05,Nepal ,13.6029
2022-03-05,United Arab Emirates ,25.2205
2022-03-05,Romania ,56.378
2022-03-05,Iraq ,26.3158
2022-03-05,Finland ,37.3737
2022-03-05,Belgium ,30.2949
2022-03-05,Taiwan ,18.3529
2022-03-05,Madagascar ,21.2121
2022-03-05,Georgia ,40
2022-03-05,Tunisia ,22.4359
2022-03-05,Iran ,17.0498
2022-03-05,Austria ,16.4691
2022-03-05,Ecuador ,14.6552
2022-03-05,Liberia ,100
2022-03-05,Malta ,24.6377
2022-03-05,New Zealand ,16.3683
2022-03-05,Chile ,11.0075
2022-03-05,Guam ,9.0909
2022-03-05,Kyrgyzstan ,35.0746
2022-03-05,Venezuela ,19.0045
2022-03-05,South Korea ,17.954
2022-03-05,Morocco ,31.0484
2022-03-05,Nicaragua ,14.8148
2022-03-05,United Kingdom ,34.9682
2022-03-05,Yemen ,0
2022-03-05,Turkey ,26.7022
2022-03-05,Nigeria ,15.9187
2022-03-06,Belize ,0
2022-03-06,Netherlands ,7.9804
2022-03-06,Laos ,0
2022-03-06,Afghanistan ,26.9663
2022-03-06,India ,24.1332
2022-03-06,Niger ,0
2022-03-06,Poland ,37.6269
2022-03-06,Lesotho ,0
2022-03-06,Djibouti ,0
2022-03-06,Honduras ,18.3673
2022-03-06,Kazakhstan ,47.5728
2022-03-06,Rwanda ,50
2022-03-06,Kosovo ,33.9869
2022-03-06,Portugal ,40.4328
2022-03-06,Japan ,13.41
2022-03-06,United States ,24.7446
2022-03-06,Sweden ,33.3333
2022-03-06,Dominican Republic ,14.4262
2022-03-06,Singapore ,21.3198
2022-03-06,Russia ,54.6011
2022-03-06,Congo ,33.3333
2022-03-06,Guinea ,1.4493
2022-03-06,Oman ,9.589
2022-03-06,Philippines ,25.4505
2022-03-06,Gabon ,0
2022-03-06,Norway ,46.875
2022-03-06,Ukraine ,79.8863
2022-03-06,Armenia ,39.557
2022-03-06,Bangladesh ,17.5087
2022-03-06,Paraguay ,11.0429
2022-03-06,Iceland ,14.0741
2022-03-06,Tanzania ,0
2022-03-06,Brazil ,24.008
2022-03-06,Denmark ,35.8166
2022-03-06,Burkina Faso ,9.0909
2022-03-06,El Salvador ,16.6667
2022-03-06,Belarus ,66.6667
2022-03-06,Saudi Arabia ,17.437
2022-03-06,Somalia ,0
2022-03-06,Tajikistan ,20
2022-03-06,Serbia ,30.9128
2022-03-06,France ,31.6554
2022-03-06,Jamaica ,26.8519
2022-03-06,Indonesia ,10.6919
2022-03-06,Swaziland ,0
2022-03-06,Cuba ,10.1266
2022-03-06,Argentina ,18.3952
2022-03-06,North Korea ,57.1429
2022-03-06,Moldova ,64.9289
2022-03-06,South Sudan ,0
2022-03-06,Bolivia ,22.335
2022-03-06,Kenya ,12.963
2022-03-06,Costa Rica ,0
2022-03-06,Croatia ,51.201
2022-03-06,Australia ,17.9059
2022-03-06,Estonia ,52.6627
2022-03-06,Comoros ,0
2022-03-06,Azerbaijan ,37.9822
2022-03-06,Mexico ,9.5641
2022-03-06,Mayotte ,0
2022-03-06,Germany ,23.3851
2022-03-06,Sudan ,14.7059
2022-03-06,Ireland ,24.6114
2022-03-06,Luxembourg ,43.8596
2022-03-06,Malawi ,3.5088
2022-03-06,Turkmenistan ,0
2022-03-06,Greece ,53.4207
2022-03-06,Cape Verde ,0
2022-03-06,Namibia ,0
2022-03-06,Ghana ,10.5263
2022-03-06,Myanmar ,38.2353
2022-03-06,Italy ,15.323
2022-03-06,Kuwait ,21.1796
2022-03-06,Colombia ,11.3415
2022-03-06,Pakistan ,17.6406
2022-03-06,Benin ,60
2022-03-06,Czech Republic ,44.6465
2022-03-06,Uzbekistan ,53.3333
2022-03-06,Monaco ,61.3636
2022-03-06,Montenegro ,58.6207
2022-03-06,Sierra Leone ,42.4242
2022-03-06,China ,9.7327
2022-03-06,Democratic Republic of the Congo ,24.2424
2022-03-06,Zambia ,0
2022-03-06,Panama ,8.7302
2022-03-06,Uganda ,4.1667
2022-03-06,Cambodia ,26.5306
2022-03-06,Hong Kong ,16.4948
2022-03-06,Senegal ,13.2231
2022-03-06,Macedonia ,48.6486
2022-03-06,Vietnam ,0.4479
2022-03-06,Mali ,17.5258
2022-03-06,Switzerland ,22.0238
2022-03-06,Haiti ,0
2022-03-06,Mozambique ,20
2022-03-06,Algeria ,10.241
2022-03-06,Latvia ,61.5385
2022-03-06,Chad ,0
2022-03-06,Slovenia ,27.5862
2022-03-06,Bahrain ,15.0628
2022-03-06,Burundi ,0
2022-03-06,Albania ,38.0503
2022-03-06,Mauritius ,18.75
2022-03-06,Slovak Republic ,52.3992
2022-03-06,Cyprus ,44.8
2022-03-06,Central African Republic ,0
2022-03-06,Libya ,20.4545
2022-03-06,Angola ,0
2022-03-06,Lebanon ,45.2381
2022-03-06,Canada ,30.2214
2022-03-06,Eritrea ,0
2022-03-06,Bosnia-Herzegovina ,54.8209
2022-03-06,Ethiopia ,0
2022-03-06,South Africa ,22.293
2022-03-06,Brunei ,19.6078
2022-03-06,,38.4615
2022-03-06,Uruguay ,11.7647
2022-03-06,Zimbabwe ,30.1075
2022-03-06,Mauritania ,2.381
2022-03-06,Sri Lanka ,12.605
2022-03-06,Egypt ,17.1046
2022-03-06,Botswana ,0
2022-03-06,Cameroon ,41.6667
2022-03-06,Malaysia ,16.6884
2022-03-06,Spain ,17.0071
2022-03-06,Thailand ,11.9701
2022-03-06,Suriname ,38.4615
2022-03-06,Guatemala ,19.6429
2022-03-06,Israel ,39.9495
2022-03-06,Ivory Coast ,7.2464
2022-03-06,Peru ,9.9585
2022-03-06,Qatar ,25.8065
2022-03-06,Hungary ,51.5742
2022-03-06,Jordan ,14.6409
2022-03-06,Syria ,6.1605
2022-03-06,Bulgaria ,46.8393
2022-03-06,Fiji ,21.9178
2022-03-06,Guyana ,5.5556
2022-03-06,Mongolia ,0
2022-03-06,Lithuania ,63.806
2022-03-06,Nepal ,9.8266
2022-03-06,United Arab Emirates ,23.4146
2022-03-06,Romania ,57.1567
2022-03-06,Iraq ,22.0339
2022-03-06,Finland ,44.4981
2022-03-06,Belgium ,30.4102
2022-03-06,Taiwan ,20.7204
2022-03-06,Madagascar ,0
2022-03-06,Georgia ,36.6667
2022-03-06,Tunisia ,20.3008
2022-03-06,Iran ,20.1058
2022-03-06,Austria ,12.9606
2022-03-06,Ecuador ,12.037
2022-03-06,Liberia ,30
2022-03-06,Malta ,36.9863
2022-03-06,New Zealand ,13.371
2022-03-06,Chile ,11.3122
2022-03-06,Guam ,8.6957
2022-03-06,Kyrgyzstan ,51.8519
2022-03-06,Venezuela ,18.0451
2022-03-06,South Korea ,19.0173
2022-03-06,Morocco ,28.2609
2022-03-06,Nicaragua ,4.3478
2022-03-06,United Kingdom ,36.8485
2022-03-06,Yemen ,5.8824
2022-03-06,Turkey ,28.6455
2022-03-06,Nigeria ,12.7291
2022-03-07,Belize ,0
2022-03-07,Netherlands ,14.4568
2022-03-07,Laos ,0
2022-03-07,Afghanistan ,32.9897
2022-03-07,India ,19.3853
2022-03-07,Niger ,0
2022-03-07,Poland ,42.7119
2022-03-07,Lesotho ,0
2022-03-07,Djibouti ,0
2022-03-07,Honduras ,14.4186
2022-03-07,Kazakhstan ,50.3817
2022-03-07,Rwanda ,33.3333
2022-03-07,Kosovo ,36.5591
2022-03-07,Portugal ,41.6145
2022-03-07,Japan ,12.1537
2022-03-07,United States ,19.374
2022-03-07,Sweden ,31.8471
2022-03-07,Dominican Republic ,14.823
2022-03-07,Singapore ,22.0551
2022-03-07,Russia ,51.3077
2022-03-07,Congo ,12.8205
2022-03-07,Guinea ,13.2075
2022-03-07,Oman ,23.2877
2022-03-07,Philippines ,22.7785
2022-03-07,Gabon ,0
2022-03-07,Norway ,41.4261
2022-03-07,Ukraine ,80.4478
2022-03-07,Armenia ,36.4211
2022-03-07,Bangladesh ,19.3277
2022-03-07,Paraguay ,8.2508
2022-03-07,Iceland ,17.6471
2022-03-07,Tanzania ,5.2632
2022-03-07,Brazil ,22.3033
2022-03-07,Denmark ,29.8755
2022-03-07,Burkina Faso ,11.9048
2022-03-07,El Salvador ,31.25
2022-03-07,Belarus ,71.4829
2022-03-07,Saudi Arabia ,18.0328
2022-03-07,Somalia ,75
2022-03-07,Tajikistan ,41.3793
2022-03-07,Serbia ,29.9018
2022-03-07,France ,30.4708
2022-03-07,Jamaica ,15.9533
2022-03-07,Indonesia ,11.0455
2022-03-07,Swaziland ,11.1111
2022-03-07,Cuba ,18.4615
2022-03-07,Argentina ,13.6322
2022-03-07,North Korea ,50
2022-03-07,Moldova ,66.7614
2022-03-07,South Sudan ,0
2022-03-07,Bolivia ,19.8783
2022-03-07,Kenya ,14.3411
2022-03-07,Costa Rica ,12.9032
2022-03-07,Croatia ,42.5884
2022-03-07,Australia ,17.9345
2022-03-07,Estonia ,40.2778
2022-03-07,Comoros ,9.0909
2022-03-07,Azerbaijan ,40.7173
2022-03-07,Mexico ,10.0146
2022-03-07,Mayotte ,0
2022-03-07,Germany ,25.8548
2022-03-07,Sudan ,15.0538
2022-03-07,Ireland ,22.5601
2022-03-07,Luxembourg ,39.7059
2022-03-07,Malawi ,13.4615
2022-03-07,Turkmenistan ,0
2022-03-07,Greece ,59.6835
2022-03-07,Cape Verde ,0
2022-03-07,Namibia ,0
2022-03-07,Ghana ,8.0838
2022-03-07,Myanmar ,27.1186
2022-03-07,Italy ,13.9476
2022-03-07,Kuwait ,30.2966
2022-03-07,Colombia ,12.1503
2022-03-07,Pakistan ,20.1945
2022-03-07,Benin ,41.1765
2022-03-07,Czech Republic ,40.4206
2022-03-07,Uzbekistan ,42.8571
2022-03-07,Monaco ,54.2857
2022-03-07,Montenegro ,31.7073
2022-03-07,Sierra Leone ,28.9474
2022-03-07,China ,9.7193
2022-03-07,Democratic Republic of the Congo ,22.449
2022-03-07,Zambia ,14.2857
2022-03-07,Panama ,14.1538
2022-03-07,Uganda ,6.0606
2022-03-07,Cambodia ,18.1818
2022-03-07,Hong Kong ,14.6853
2022-03-07,Senegal ,13.6531
2022-03-07,Macedonia ,42.3698
2022-03-07,Vietnam ,1.0699
2022-03-07,Mali ,8.1585
2022-03-07,Switzerland ,26.3325
2022-03-07,Haiti ,0
2022-03-07,Mozambique ,0
2022-03-07,Algeria ,13.5897
2022-03-07,Latvia ,64.5783
2022-03-07,Chad ,0
2022-03-07,Slovenia ,34.0111
2022-03-07,Bahrain ,16.1716
2022-03-07,Burundi ,42.8571
2022-03-07,Albania ,42.4403
2022-03-07,Mauritius ,12.1495
2022-03-07,Slovak Republic ,52.3364
2022-03-07,Cyprus ,38.009
2022-03-07,Central African Republic ,0
2022-03-07,Libya ,23.7113
2022-03-07,Angola ,0
2022-03-07,Lebanon ,34.186
2022-03-07,Canada ,27.7598
2022-03-07,Eritrea ,0
2022-03-07,Bosnia-Herzegovina ,44.5896
2022-03-07,Ethiopia ,0
2022-03-07,South Africa ,16.4032
2022-03-07,Brunei ,26.5306
2022-03-07,,48.5714
2022-03-07,Uruguay ,15.1685
2022-03-07,Zimbabwe ,18.3432
2022-03-07,Mauritania ,10.1695
2022-03-07,Sri Lanka ,16.8067
2022-03-07,Egypt ,18.0455
2022-03-07,Botswana ,14.2857
2022-03-07,Cameroon ,27.5229
2022-03-07,Malaysia ,15.879
2022-03-07,Spain ,20.2188
2022-03-07,Thailand ,16.3825
2022-03-07,Suriname ,19.0476
2022-03-07,Guatemala ,19.6078
2022-03-07,Israel ,36.1717
2022-03-07,Ivory Coast ,6.5421
2022-03-07,Peru ,9.2025
2022-03-07,Qatar ,26.6984
2022-03-07,Hungary ,40.3862
2022-03-07,Jordan ,21.4815
2022-03-07,Syria ,7.6817
2022-03-07,Bulgaria ,44.2846
2022-03-07,Fiji ,10.6667
2022-03-07,Guyana ,11.1111
2022-03-07,Mongolia ,12.1387
2022-03-07,Lithuania ,66.6905
2022-03-07,Nepal ,12
2022-03-07,United Arab Emirates ,19.3622
2022-03-07,Romania ,49.1148
2022-03-07,Iraq ,24.3446
2022-03-07,Finland ,38.1477
2022-03-07,Belgium ,30.8166
2022-03-07,Taiwan ,17.4022
2022-03-07,Madagascar ,7.1429
2022-03-07,Georgia ,41.9753
2022-03-07,Tunisia ,19.8347
2022-03-07,Iran ,50.3741
2022-03-07,Austria ,15.7136
2022-03-07,Ecuador ,7.6923
2022-03-07,Liberia ,5.2632
2022-03-07,Malta ,29.6296
2022-03-07,New Zealand ,13.7255
2022-03-07,Chile ,14.9497
2022-03-07,Guam ,5.8824
2022-03-07,Kyrgyzstan ,39.5238
2022-03-07,Venezuela ,22.0745
2022-03-07,South Korea ,19.0644
2022-03-07,Morocco ,26.7267
2022-03-07,Nicaragua ,6.5217
2022-03-07,United Kingdom ,25.7792
2022-03-07,Yemen ,2.8571
2022-03-07,Turkey ,25.7632
2022-03-07,Nigeria ,11.5789
2022-03-08,Belize ,0
2022-03-08,Netherlands ,12.0423
2022-03-08,Laos ,0
2022-03-08,Afghanistan ,16.0377
2022-03-08,India ,16.7025
2022-03-08,Niger ,3.7037
2022-03-08,Poland ,41.9627
2022-03-08,Lesotho ,8.3333
2022-03-08,Djibouti ,0
2022-03-08,Honduras ,13.2353
2022-03-08,Kazakhstan ,47.5862
2022-03-08,Rwanda ,11.7647
2022-03-08,Kosovo ,37.2197
2022-03-08,Portugal ,38.968
2022-03-08,Japan ,13.3415
2022-03-08,United States ,17.3583
2022-03-08,Sweden ,29.0665
2022-03-08,Dominican Republic ,11.7264
2022-03-08,Singapore ,21.4106
2022-03-08,Russia ,50.2303
2022-03-08,Congo ,7.6923
2022-03-08,Guinea ,2.9851
2022-03-08,Oman ,13.0435
2022-03-08,Philippines ,19.8394
2022-03-08,Gabon ,0
2022-03-08,Norway ,42.5566
2022-03-08,Ukraine ,81.711
2022-03-08,Armenia ,38.4211
2022-03-08,Bangladesh ,17.1001
2022-03-08,Paraguay ,6.9697
2022-03-08,Iceland ,15.3226
2022-03-08,Tanzania ,2.8571
2022-03-08,Brazil ,21.12
2022-03-08,Denmark ,28.4672
2022-03-08,Burkina Faso ,5
2022-03-08,El Salvador ,8.8235
2022-03-08,Belarus ,72.5738
2022-03-08,Saudi Arabia ,17.0984
2022-03-08,Somalia ,14.2857
2022-03-08,Tajikistan ,66.6667
2022-03-08,Serbia ,28.7457
2022-03-08,France ,27.506
2022-03-08,Jamaica ,16.7382
2022-03-08,Indonesia ,10.1582
2022-03-08,Swaziland ,0
2022-03-08,Cuba ,17.8082
2022-03-08,Argentina ,10.497
2022-03-08,North Korea ,34.7826
2022-03-08,Moldova ,63.5714
2022-03-08,South Sudan ,0
2022-03-08,Bolivia ,17.3986
2022-03-08,Kenya ,15.2824
2022-03-08,Costa Rica ,10.8696
2022-03-08,Croatia ,39.0921
2022-03-08,Australia ,16.3136
2022-03-08,Estonia ,47.5
2022-03-08,Comoros ,0
2022-03-08,Azerbaijan ,42.6696
2022-03-08,Mexico ,8.2643
2022-03-08,Mayotte ,0
2022-03-08,Germany ,24.0482
2022-03-08,Sudan ,8.046
2022-03-08,Ireland ,23.9577
2022-03-08,Luxembourg ,30.5556
2022-03-08,Malawi ,6.2016
2022-03-08,Turkmenistan ,0
2022-03-08,Greece ,45.737
2022-03-08,Cape Verde ,21.4286
2022-03-08,Namibia ,0
2022-03-08,Ghana ,9.4502
2022-03-08,Myanmar ,29.6875
2022-03-08,Italy ,13.7245
2022-03-08,Kuwait ,26.776
2022-03-08,Colombia ,9.9254
2022-03-08,Pakistan ,14.7887
2022-03-08,Benin ,35.4839
2022-03-08,Czech Republic ,37.4002
2022-03-08,Uzbekistan ,35
2022-03-08,Monaco ,62.963
2022-03-08,Montenegro ,30.2326
2022-03-08,Sierra Leone ,37.931
2022-03-08,China ,9.9696
2022-03-08,Democratic Republic of the Congo ,21.1538
2022-03-08,Zambia ,50
2022-03-08,Panama ,13.7931
2022-03-08,Uganda ,6.7416
2022-03-08,Cambodia ,14.2857
2022-03-08,Hong Kong ,14.2523
2022-03-08,Senegal ,7.9832
2022-03-08,Macedonia ,34.8718
2022-03-08,Vietnam ,0.9036
2022-03-08,Mali ,13.8365
2022-03-08,Switzerland ,25.7529
2022-03-08,Haiti ,10.3448
2022-03-08,Mozambique ,11.1111
2022-03-08,Algeria ,11.2717
2022-03-08,Latvia ,60.5856
2022-03-08,Chad ,0
2022-03-08,Slovenia ,34.2412
2022-03-08,Bahrain ,14.0078
2022-03-08,Burundi ,12.5
2022-03-08,Albania ,37.987
2022-03-08,Mauritius ,7.5472
2022-03-08,Slovak Republic ,48.8208
2022-03-08,Cyprus ,39.6522
2022-03-08,Central African Republic ,20
2022-03-08,Libya ,24.5763
2022-03-08,Angola ,0
2022-03-08,Lebanon ,34.2857
2022-03-08,Canada ,24.7985
2022-03-08,Eritrea ,0
2022-03-08,Bosnia-Herzegovina ,41.5771
2022-03-08,Ethiopia ,7.6923
2022-03-08,South Africa ,14.6419
2022-03-08,Brunei ,17.6471
2022-03-08,,23.6842
2022-03-08,Uruguay ,8.1731
2022-03-08,Zimbabwe ,8.8608
2022-03-08,Mauritania ,2.7027
2022-03-08,Sri Lanka ,11.4286
2022-03-08,Egypt ,15.0248
2022-03-08,Botswana ,0
2022-03-08,Cameroon ,16.4557
2022-03-08,Malaysia ,14.7441
2022-03-08,Spain ,18.5396
2022-03-08,Thailand ,12.9557
2022-03-08,Suriname ,5.4054
2022-03-08,Guatemala ,5.4688
2022-03-08,Israel ,35.7824
2022-03-08,Ivory Coast ,6.5574
2022-03-08,Peru ,6.326
2022-03-08,Qatar ,25.1001
2022-03-08,Hungary ,33.5521
2022-03-08,Jordan ,15.3846
2022-03-08,Syria ,7.1877
2022-03-08,Bulgaria ,39.6255
2022-03-08,Fiji ,14.4737
2022-03-08,Guyana ,6.4516
2022-03-08,Mongolia ,10.3448
2022-03-08,Lithuania ,64.8741
2022-03-08,Nepal ,9.0116
2022-03-08,United Arab Emirates ,17.1152
2022-03-08,Romania ,44.4788
2022-03-08,Iraq ,19.4444
2022-03-08,Finland ,38.5093
2022-03-08,Belgium ,28.453
2022-03-08,Taiwan ,14.3128
2022-03-08,Madagascar ,10.2564
2022-03-08,Georgia ,27.6923
2022-03-08,Tunisia ,12.0755
2022-03-08,Iran ,30.2491
2022-03-08,Austria ,15.9689
2022-03-08,Ecuador ,7.8571
2022-03-08,Liberia ,20
2022-03-08,Malta ,32.381
2022-03-08,New Zealand ,12.844
2022-03-08,Chile ,10.4639
2022-03-08,Guam ,5.1282
2022-03-08,Kyrgyzstan ,38.9706
2022-03-08,Venezuela ,19.0092
2022-03-08,South Korea ,16.5897
2022-03-08,Morocco ,23.1343
2022-03-08,Nicaragua ,13.8889
2022-03-08,United Kingdom ,27.6668
2022-03-08,Yemen ,7.1429
2022-03-08,Turkey ,20.9431
2022-03-08,Nigeria ,8.8634
2022-03-09,Belize ,0
2022-03-09,Netherlands ,11.1943
2022-03-09,Laos ,0
2022-03-09,Afghanistan ,30.2326
2022-03-09,India ,16.5201
2022-03-09,Niger ,0
2022-03-09,Poland ,43.3753
2022-03-09,Lesotho ,0
2022-03-09,Djibouti ,0
2022-03-09,Honduras ,13.3106
2022-03-09,Kazakhstan ,32.0423
2022-03-09,Rwanda ,33.3333
2022-03-09,Kosovo ,33.0189
2022-03-09,Portugal ,38.0602
2022-03-09,Japan ,13.4065
2022-03-09,United States ,15.756
2022-03-09,Sweden ,29.2467
2022-03-09,Dominican Republic ,11.8421
2022-03-09,Singapore ,20.603
2022-03-09,Russia ,39.3434
2022-03-09,Congo ,6.0606
2022-03-09,Guinea ,3
2022-03-09,Oman ,11.7647
2022-03-09,Philippines ,18.1486
2022-03-09,Gabon ,0
2022-03-09,Norway ,39.5062
2022-03-09,Ukraine ,78.4772
2022-03-09,Armenia ,29.8986
2022-03-09,Bangladesh ,21.5054
2022-03-09,Paraguay ,4.5614
2022-03-09,Iceland ,14.9573
2022-03-09,Tanzania ,0
2022-03-09,Brazil ,19.3253
2022-03-09,Denmark ,29.5802
2022-03-09,Burkina Faso ,11.8644
2022-03-09,El Salvador ,10.2564
2022-03-09,Belarus ,57.4468
2022-03-09,Saudi Arabia ,14.3392
2022-03-09,Somalia ,0
2022-03-09,Tajikistan ,17.2414
2022-03-09,Serbia ,28.6911
2022-03-09,France ,28.2178
2022-03-09,Jamaica ,18.4669
2022-03-09,Indonesia ,8.4055
2022-03-09,Swaziland ,0
2022-03-09,Cuba ,17.6056
2022-03-09,Argentina ,8.4545
2022-03-09,North Korea ,32.2581
2022-03-09,Moldova ,57.0248
2022-03-09,South Sudan ,6.25
2022-03-09,Bolivia ,16.2829
2022-03-09,Kenya ,9.8361
2022-03-09,Costa Rica ,11.3636
2022-03-09,Croatia ,43.1057
2022-03-09,Australia ,12.4329
2022-03-09,Estonia ,42.3267
2022-03-09,Comoros ,0
2022-03-09,Azerbaijan ,28.8262
2022-03-09,Mexico ,8.5153
2022-03-09,Mayotte ,0
2022-03-09,Germany ,23.5384
2022-03-09,Sudan ,19.6262
2022-03-09,Ireland ,24.7468
2022-03-09,Luxembourg ,35.3909
2022-03-09,Malawi ,9.4017
2022-03-09,Turkmenistan ,0
2022-03-09,Greece ,41.2375
2022-03-09,Cape Verde ,7.1429
2022-03-09,Namibia ,16.6667
2022-03-09,Ghana ,8.4715
2022-03-09,Myanmar ,19.2308
2022-03-09,Italy ,13.3277
2022-03-09,Kuwait ,27.044
2022-03-09,Colombia ,10.0453
2022-03-09,Pakistan ,18.771
2022-03-09,Benin ,30.4348
2022-03-09,Czech Republic ,36.9441
2022-03-09,Uzbekistan ,21.0526
2022-03-09,Monaco ,46.2687
2022-03-09,Montenegro ,23.913
2022-03-09,Sierra Leone ,29.0323
2022-03-09,China ,10.1541
2022-03-09,Democratic Republic of the Congo ,14.5455
2022-03-09,Zambia ,14.2857
2022-03-09,Panama ,10.4046
2022-03-09,Uganda ,5.5556
2022-03-09,Cambodia ,15.3333
2022-03-09,Hong Kong ,10.1996
2022-03-09,Senegal ,13.6187
2022-03-09,Macedonia ,41.6944
2022-03-09,Vietnam ,0.7657
2022-03-09,Mali ,15.6566
2022-03-09,Switzerland ,21.1158
2022-03-09,Haiti ,8.3333
2022-03-09,Mozambique ,0
2022-03-09,Algeria ,7.9019
2022-03-09,Latvia ,57.284
2022-03-09,Chad ,0
2022-03-09,Slovenia ,26.1146
2022-03-09,Bahrain ,18.6567
2022-03-09,Burundi ,33.3333
2022-03-09,Albania ,39.6341
2022-03-09,Mauritius ,11.2195
2022-03-09,Slovak Republic ,52.459
2022-03-09,Cyprus ,38.0216
2022-03-09,Central African Republic ,0
2022-03-09,Libya ,32.7103
2022-03-09,Angola ,26.9036
2022-03-09,Lebanon ,29.0948
2022-03-09,Canada ,22.5295
2022-03-09,Eritrea ,0
2022-03-09,Bosnia-Herzegovina ,43.3333
2022-03-09,Ethiopia ,0
2022-03-09,South Africa ,12.1284
2022-03-09,Brunei ,14.2857
2022-03-09,,46.9388
2022-03-09,Uruguay ,4.9751
2022-03-09,Zimbabwe ,15.2439
2022-03-09,Mauritania ,9.2593
2022-03-09,Sri Lanka ,18.3486
2022-03-09,Egypt ,16.3105
2022-03-09,Botswana ,0
2022-03-09,Cameroon ,39.5833
2022-03-09,Malaysia ,12.3989
2022-03-09,Spain ,19.3365
2022-03-09,Thailand ,16.3857
2022-03-09,Suriname ,15
2022-03-09,Guatemala ,8.5271
2022-03-09,Israel ,32.447
2022-03-09,Ivory Coast ,7.3684
2022-03-09,Peru ,5.3812
2022-03-09,Qatar ,19.5498
2022-03-09,Hungary ,34.114
2022-03-09,Jordan ,22.5641
2022-03-09,Syria ,18.5581
2022-03-09,Bulgaria ,37.4778
2022-03-09,Fiji ,13.8462
2022-03-09,Guyana ,13.3333
2022-03-09,Mongolia ,8.3333
2022-03-09,Lithuania ,59.9752
2022-03-09,Nepal ,9.1121
2022-03-09,United Arab Emirates ,18.0272
2022-03-09,Romania ,42.0223
2022-03-09,Iraq ,24.5902
2022-03-09,Finland ,37.3479
2022-03-09,Belgium ,26.3085
2022-03-09,Taiwan ,15.569
2022-03-09,Madagascar ,0
2022-03-09,Georgia ,31.25
2022-03-09,Tunisia ,17.2
2022-03-09,Iran ,33.3333
2022-03-09,Austria ,14.4868
2022-03-09,Ecuador ,14.5455
2022-03-09,Liberia ,33.3333
2022-03-09,Malta ,22.9508
2022-03-09,New Zealand ,11.2624
2022-03-09,Chile ,10.2703
2022-03-09,Guam ,10
2022-03-09,Kyrgyzstan ,28.8732
2022-03-09,Venezuela ,16.5169
2022-03-09,South Korea ,13.9966
2022-03-09,Morocco ,18.1818
2022-03-09,Nicaragua ,5.5556
2022-03-09,United Kingdom ,25.1458
2022-03-09,Yemen ,13.0435
2022-03-09,Turkey ,23.6953
2022-03-09,Nigeria ,8.9071
2022-03-10,Belize ,10
2022-03-10,Netherlands ,10.1401
2022-03-10,Laos ,0
2022-03-10,Afghanistan ,43.1818
2022-03-10,India ,11.031
2022-03-10,Niger ,10.5263
2022-03-10,Poland ,40.9636
2022-03-10,Lesotho ,0
2022-03-10,Djibouti ,0
2022-03-10,Honduras ,12.8319
2022-03-10,Kazakhstan ,26.3941
2022-03-10,Rwanda ,7.6923
2022-03-10,Kosovo ,32.1782
2022-03-10,Portugal ,37.7439
2022-03-10,Japan ,12.1553
2022-03-10,United States ,17.075
2022-03-10,Sweden ,30.8782
2022-03-10,Dominican Republic ,12.2263
2022-03-10,Singapore ,18.8889
2022-03-10,Russia ,37.2362
2022-03-10,Congo ,4.7619
2022-03-10,Guinea ,5.0505
2022-03-10,Oman ,14.7059
2022-03-10,Philippines ,21.6937
2022-03-10,Gabon ,7.4074
2022-03-10,Norway ,42.7457
2022-03-10,Ukraine ,78.4337
2022-03-10,Armenia ,25.2471
2022-03-10,Bangladesh ,15.6697
2022-03-10,Paraguay ,7.8616
2022-03-10,Iceland ,18.4615
2022-03-10,Tanzania ,3.4483
2022-03-10,Brazil ,20.7126
2022-03-10,Denmark ,29.8214
2022-03-10,Burkina Faso ,14.2857
2022-03-10,El Salvador ,7.1429
2022-03-10,Belarus ,57.5342
2022-03-10,Saudi Arabia ,16.7006
2022-03-10,Somalia ,11.1111
2022-03-10,Tajikistan ,20
2022-03-10,Serbia ,24.6837
2022-03-10,France ,27.5475
2022-03-10,Jamaica ,13.9344
2022-03-10,Indonesia ,9.6911
2022-03-10,Swaziland ,33.3333
2022-03-10,Cuba ,11.1111
2022-03-10,Argentina ,8.6394
2022-03-10,North Korea ,33.3333
